7.047619047619048116e-01,7.484126984126985294e-01,7.129629629629629095e-01
7.003968253968252400e-01,7.051587301587300960e-01,7.407407407407408106e-01
6.650793650793650480e-01,7.101190476190476497e-01,7.981481481481482732e-01
6.861111111111110050e-01,7.126984126984126089e-01,7.662037037037037202e-01
7.404761904761905100e-01,7.025793650793649148e-01,7.259259259259258634e-01
7.111111111111111382e-01,7.323412698412697930e-01,6.828703703703703498e-01
6.914682539682540652e-01,7.480158730158731339e-01,7.222222222222222099e-01
7.609126984126983739e-01,7.134920634920633997e-01,6.759259259259259300e-01
7.555555555555554248e-01,7.087301587301586547e-01,7.041666666666666075e-01
7.035714285714284033e-01,7.591269841269842056e-01,7.164351851851852304e-01
7.029761904761905322e-01,7.210317460317459126e-01,7.384259259259259300e-01
7.242063492063491870e-01,7.162698412698412787e-01,7.208333333333332149e-01
7.081349206349204506e-01,7.396825396825397192e-01,7.296296296296295170e-01
7.146825396825396970e-01,7.063492063492063933e-01,7.361111111111110494e-01
7.297619047619047228e-01,7.011904761904761418e-01,7.638888888888889506e-01
7.301587301587302292e-01,6.873015873015873023e-01,6.937500000000000888e-01
7.168650793650792608e-01,7.043650793650793052e-01,7.370370370370370461e-01
7.325396825396824907e-01,7.111111111111111382e-01,7.037037037037037202e-01
7.539682539682540652e-01,7.109126984126982185e-01,7.013888888888889506e-01
7.049603174603173983e-01,7.666666666666664964e-01,7.175925925925925597e-01
7.244047619047618847e-01,7.154761904761902658e-01,7.333333333333332815e-01
7.301587301587302292e-01,7.234126984126983961e-01,7.349537037037037202e-01
7.537698412698412564e-01,6.765873015873015150e-01,7.236111111111110938e-01
7.101190476190476497e-01,7.492063492063492092e-01,7.004629629629629539e-01
6.988095238095237693e-01,7.331349206349206948e-01,7.125000000000000222e-01
6.674603174603174205e-01,8.011904761904762307e-01,6.988425925925926263e-01
7.519841269841270881e-01,7.265873015873015595e-01,7.087962962962963687e-01
6.998015873015871469e-01,7.380952380952381375e-01,7.162037037037037868e-01
7.273809523809523503e-01,7.382936507936507242e-01,7.245370370370368684e-01
7.567460317460316110e-01,6.829365079365078417e-01,6.907407407407407662e-01
7.011904761904761418e-01,7.321428571428570953e-01,7.162037037037037868e-01
7.172619047619047672e-01,7.202380952380950108e-01,7.226851851851850972e-01
7.329365079365078861e-01,6.930555555555555358e-01,7.694444444444443754e-01
6.751984126984126311e-01,7.690476190476189799e-01,7.171296296296295614e-01
7.027777777777777235e-01,7.232142857142856984e-01,7.495370370370371127e-01
7.107142857142857428e-01,7.103174603174602364e-01,7.324074074074071738e-01
7.450396825396826683e-01,7.126984126984126089e-01,6.953703703703703054e-01
6.984126984126983739e-01,7.666666666666666075e-01,7.240740740740742032e-01
7.111111111111111382e-01,7.563492063492063266e-01,7.490740740740738923e-01
